,chemical_name_NL,pass_fail,mean_conc,output_gw,CAS_number,chemical_name_EN,molecular_weight,solubility,log_octanol_water_partitioning_coefficient,log_distribution_coefficient,chemical_group,chemical_group_number,molecular_volume,Drinking_water_norm
10,"1,2-Dichloorethaan",passed,3.3803773583691055e-07,0.006838703979001224,107-06-2,"1,2-Dichloroethane",98.97333154,10188.83247,1.47,0.311244667,ClAlk,1.0,79.4,0.003
11,"1,2-Dichlooretheen(cis)",passed,1.2748929200600083e-06,0.0068452137268941934,156-59-2,"1,2-dichloro-, (Z)-Ethene",96.95,775.6,1.906666667,0.625232261,ClAlk,1.0,,0.001
12,"1,2-dichlooretheen(trans)",passed,1.65035363390967e-07,0.0068452137268941934,156-60-5,"1,2-dichloro-, (1E)-Ethene",96.95,581.7,1.09,0.627641144,ClAlk,1.0,,0.001
13,"1,2-dichloorpropaan",passed,9.330037010823659e-07,0.006854570655870839,78-87-5,"1,2-Dichloropropane",113.0,1469.0,1.99,0.392478925,ClAlk,1.0,,0.001
14,"1,3,5-Trichloorbenzeen",passed,4.843097515120267e-05,0.0067854593246966105,108-70-3,"1,3,5-Trichlorobenzene",181.4249983,4.711953407,4.19,2.744256831,ClArom,1.0,,0.001
15,"1,3-Dichloorbenzeen",passed,1.4307940211494759e-05,0.006796823014129552,541-73-1,"1,3-Dichlorobenzene",147.0,114.3333333,3.4,1.546462047,ClArom,1.0,,0.001
16,"1,3-dichloorpropaan",passed,9.330037010823659e-07,0.006854570655870839,,"1,3-dichloropropane",113.0,1469.0,1.99,0.392478925,ClAlk,1.0,,0.001
17,"1,4-Dichloorbenzeen",passed,1.64756998000633e-05,0.006865085674606008,106-46-7,"1,4-Dichlorobenzene",147.0019999,60.52630716,3.44,1.586462047,ClArom,1.0,,0.001
18,1-chloornaftaleen,passed,4.9434512111317826e-06,0.006815817424516863,90131,1-chloornaphthalene,162.6059998,16.80146852,4.1,2.18418207,Cl,3.0,,0.001
19,"2,3,4-Trichloorfenol",passed,1.286712564372404e-06,0.006844577157534112,15950-66-0,"2,3,4-Trichlorophenol",197.5,71.1,3.8,1.845017825,Cl,3.0,,0.001
20,"2,3,5,6-Tetrachloorfenol",passed,1.0527174236174583e-06,0.006892287717519136,935-95-5,"2,3,5,6-Tetrachlorophenol",231.9,4.79,3.88,2.10431794,Cl,3.0,,0.001
21,"2,4,6-Trichloorfenol",passed,9.399949648904434e-07,0.006865295470344542,88-06-2,"2,4,6-Trichlorophenol",197.46,243.0,3.695,2.234096671,Cl,3.0,,0.001
22,"2,4-dichloorfenol",passed,3.218509740031208e-06,0.006851918935567688,,"2,4-dichloorphenol",163.0,1907.107928,3.06,1.308828347,ClAlk,1.0,,0.001
23,"2,5-dichloorfenol",passed,3.5416637308310137e-06,0.00681967164907329,,"2,5-dichloorphenol",163.0,420.9082483,3.06,1.596225694,ClAlk,1.0,,0.001
24,"2,6-dichloorfenol",passed,1.5947993463790804e-06,0.006863312245745297,,"2,6-dichloorphenol",163.0,534.106534,2.75,1.397831352,ClAlk,1.0,,0.001
